Latitudes,Longitudes,Elevations
45.9766,7.6585,4181
45.97659997078908,7.65591184576367,4276
45.976599883156304,7.653323691532799,4144
45.976599737101694,7.650735537312853,3965
45.97659953262523,7.648147383109289,3687
45.97659926972692,7.645559228927572,3256
45.97659894840678,7.642971074773157,3008
45.97659856866478,7.6403829206515095,2998
45.976598130500946,7.63779476656809,2991
45.976597633915276,7.63520661252836,3006
45.976597078907766,7.632618458537779,3036
45.976596465478416,7.630030304601809,3116
45.97659579362725,7.627442150725913,3078
45.97659506335423,7.624853996915548,3058
45.97659427465941,7.622265843176179,3128
45.97659342754275,7.619677689513265,3148
45.976592522004275,7.6170895359322675,3135
45.976591558043985,7.614501382438647,3178
45.97659053566188,7.611913229037866,3243
45.97658945485797,7.609325075735384,3307
45.97839864321184,7.6585,4171
45.97839861399909,7.655911761693658,4189
45.97839852636081,7.653323523392778,4007
45.978398380297016,7.650735285102823,3812
45.97839817580771,7.648147046829252,3561
45.97839791289289,7.645558808577531,3163
45.97839759155256,7.6429705703531186,3018
45.97839721178669,7.640382332161478,2989
45.97839677359534,7.637794094008072,2985
45.978396276978465,7.63520585589836,2979
45.97839572193609,7.632617617837807,2980
45.97839510846821,7.630029379831874,2961
45.97839443657483,7.627441141886023,2919
45.97839370625595,7.624852904005714,2903
45.97839291751156,7.622264666196412,2879
45.97839207034169,7.619676428463578,2867
45.97839116474633,7.617088190812672,2899
45.978390200725485,7.614499953249157,2978
45.97838917827915,7.611911715778497,3053
45.97838809740733,7.609323478406153,3146
45.980197286423675,7.6585,3819
45.98019725720908,7.6559116776156335,3833
45.9801971695653,7.653323355236731,3829
45.98019702349233,7.650735032868754,3744
45.980196818990166,7.648146710517165,3555
45.98019655605883,7.645558388187427,3192
45.98019623469831,7.642970065885005,3033
45.9801958549086,7.640381743615358,2995
45.98019541668972,7.637793421383953,2982
45.98019492004165,7.635205099196248,2959
45.9801943649644,7.632616777057709,2941
45.980193751457975,7.630028454973801,2920
45.98019307952239,7.627440132949983,2874
45.98019234915762,7.624851810991716,2843
45.980191560363686,7.622263489104469,2831
45.980190713140594,7.6196751672937,2836
45.98018980748834,7.617086845564875,2837
45.98018884340692,7.614498523923453,2854
45.98018782089636,7.611910202374902,2881
45.98018673995665,7.60932188092468,2896
45.98199592963552,7.6585,3368
45.981995900419086,7.655911593529597,3490
45.98199581276979,7.653323187064657,3668
45.98199566668766,7.650734780610645,3700
45.98199546217264,7.648146374173024,3583
45.98199519922479,7.645557967757258,3293
45.98199487784408,7.64296956136881,3099
45.98199449803051,7.640381155013143,2993
45.9819940597841,7.637792748695723,2956
45.98199356310482,7.635204342422013,2943
45.98199300799271,7.632615936197476,2931
45.981992394447744,7.630027530027577,2905
45.98199172246993,7.627439123917777,2845
45.98199099205928,7.624850717873542,2798
45.9819902032158,7.622262311900335,2776
45.98198935593948,7.619673906003621,2782
45.981988450230325,7.61708550018886,2794
45.98198748608835,7.6144970944615205,2810
45.98198646351354,7.611908688827063,2811
45.981985382505925,7.60932028329095,2817
45.98379457284735,7.6585,3298
45.98379454362909,7.655911509435545,3349
45.9837944559743,7.653323018876554,3409
45.983794309882974,7.650734528328491,3467
45.983794105355116,7.648146037796825,3493
45.983793842390746,7.645557547287015,3441
45.98379352098984,7.642969056804527,3286
45.98379314115241,7.640380566354828,3067
45.98379270287847,7.63779207594338,3003
45.98379220616799,7.635203585575648,2899
45.983791651020994,7.632615095257098,2872
45.983791037437484,7.630026604993194,2817
45.98379036541746,7.6274381147894,2758
45.983789634960935,7.624849624651181,2739
45.98378884606789,7.622261134584,2730
45.98378799873833,7.619672644593324,2705
45.983787092972285,7.617084154684615,2667
45.98378612876974,7.614495664863339,2748
45.983785106130696,7.611907175134961,2778
45.98378402505516,7.609318685504947,2806
45.98559321605918,7.6585,3205
45.98559318683909,7.655911425333477,3280
45.985593099178786,7.653322850672419,3311
45.98559295307828,7.650734276022292,3321
45.98559274853757,7.648145701388562,3333
45.98559248555668,7.645557126776693,3316
45.98559216413559,7.642968552192151,3099
45.98559178427429,7.6403799776404036,3007
45.98559134597281,7.637791403126912,2951
45.98559084923113,7.635202828657144,2910
45.98559029404926,7.6326142542365645,2794
45.9855896804272,7.6300256798706405,2753
45.98558900836497,7.6274371055648365,2716
45.98558827786254,7.624848531324617,2715
45.98558748891994,7.622259957155448,2660
45.985586641537154,7.619671383062793,2640
45.985585735714196,7.617082809052122,2649
45.98558477145107,7.6144942351288964,2697
45.98558374874779,7.611905661298583,2746
45.98558266760434,7.609317087566649,2777
45.98739185927103,7.6585,3205
45.9873918300491,7.655911341223393,3280
45.98739174238329,7.653322682452251,3311
45.98739159627361,7.650734023692044,3321
45.98739139172006,7.648145364948235,3333
45.98739112872263,7.645556706226292,3316
45.98739080728135,7.642968047531678,3099
45.987390427396186,7.640379388869864,3007
45.987389989067175,7.637790730246313,2951
45.987389492294284,7.635202071666494,2910
45.98738893707754,7.632613413135869,2794
45.98738832341694,7.6300247546599085,2753
45.98738765131247,7.627436096244077,2716
45.98738692076416,7.624847437893839,2715
45.987386131771984,7.622258779614665,2660
45.98738528433597,7.619670121412019,2640
45.9873843784561,7.617081463291367,2649
45.9873834141324,7.614492805258174,2697
45.98738239136486,7.611904147317911,2746
45.98738131015348,7.609315489476038,2777
45.98919050248286,7.6585,3059
45.98919047325909,7.655911257105291,3128
45.98919038558778,7.65332251421605,3108
45.98919023946892,7.650733771337744,3075
45.98919003490252,7.648145028475839,3055
45.989189771888576,7.645556285635801,3012
45.989189450427105,7.642967542823102,2987
45.98918907051807,7.640378800043203,2953
45.989188632161515,7.637790057301575,2895
45.98918813535742,7.635201314603686,2738
45.98918758010579,7.632612571954999,2677
45.989186966406635,7.630023829360984,2637
45.989186294259945,7.627435086827109,2600
45.989185563665735,7.624846344358838,2608
45.98918477462399,7.622257601961642,2618
45.98918392713474,7.619668859640983,2621
45.98918302119797,7.617080117402334,2634
45.98918205681368,7.614491375251158,2682
45.989181033981886,7.6119026331929245,2739
45.989179952702585,7.6093138912331,2758
45.990989145694705,7.6585,2969
45.990989116469095,7.655911172979171,2946
45.99098902879227,7.6533223459638124,2937
45.99098888266423,7.650733518959389,2910
45.99098867808498,7.648144691971369,2892
45.99098841505452,7.645555865005221,2884
45.990988093572845,7.642967038066414,2843
45.99098771363995,7.640378211160415,2817
45.990987275255854,7.637789384292692,2874
45.99098677842054,7.635200557468712,2725
45.99098622313404,7.632611730693946,2576
45.990985609396326,7.630022903973859,2541
45.99098493720741,7.6274340773139215,2551
45.9909842065673,7.6248452507195985,2602
45.99098341747599,7.622256424196361,2611
45.990982569933486,7.619667597749674,2622
45.990981663939806,7.617078771385009,2632
45.990980699494926,7.614489945107831,2700
45.99097967659888,7.611901118923611,2747
45.990978595251654,7.609312292837814,2789
45.99278778890654,7.6585,2723
45.992787759679096,7.655911088845033,2631
45.99278767199677,7.653322177695536,2591
45.99278752585955,7.650733266556975,2591
45.99278732126744,7.648144355434822,2640
45.99278705822045,7.645555444334544,2670
45.99278673671858,7.642966533261611,2623
45.992786356761826,7.640377622221491,2609
45.99278591835019,7.637788711219654,2564
45.99278542148366,7.635199800261568,2492
45.992784866162275,7.6326108893527005,2517
45.992784252385995,7.630021978498522,2526
45.99278358015486,7.627433067704502,2535
45.99278284946884,7.624844156976109,2574
45.992782060327954,7.622255246318811,2591
45.99278121273221,7.619666335738076,2606
45.99278030668161,7.617077425239376,2627
45.99277934217615,7.614488514828177,2840
45.99277831921582,7.61189960450995,2953
45.99277723780067,7.609310694290162,2978
45.99458643211837,7.6585,2477
45.99458640288909,7.655911004702874,2437
45.99458631520125,7.6533220094112195,2416
45.994586169054855,7.650733014130502,2396
45.99458596444988,7.648144018866195,2394
45.99458570138637,7.645555023623767,2403
45.99458537986431,7.642966028408688,2408
45.99458499988368,7.640377033226427,2418
45.9945845614445,7.637788038082455,2447
45.99458406454676,7.63519904298224,2486
45.99458350919048,7.632610047931253,2511
45.99458289537564,7.630021052934963,2518
45.99458222310226,7.627432057998842,2528
45.99458149237035,7.624843063128356,2533
45.99458070317989,7.622254068328978,2587
45.994579855530894,7.619665073606176,2634
45.99457894942337,7.61707607896542,2717
45.99457798485731,7.61448708441218,2958
45.99457696183273,7.611898089951927,2942
45.99457588034962,7.6093090955901275,3024
45.99638507533022,7.6585,2389
45.9963850460991,7.655910920552693,2324
45.996384958405756,7.653321841110859,2323
45.99638481225017,7.650732761679965,2336
45.99638460763236,7.648143682265483,2359
45.99638434455232,7.645554602872884,2391
45.996384023010044,7.6429655235076375,2397
45.99638364300554,7.640376444175215,2416
45.996383204538816,7.637787364881086,2434
45.99638270760986,7.635198285630723,2475
45.99638215221869,7.632609206429595,2496
45.9963815383653,7.630020127283173,2500
45.99638086604969,7.627431048196927,2515
45.996380135271856,7.62484196917633,2508
45.99637934603182,7.622252890226851,2551
45.99637849832958,7.619663811353959,2639
45.99637759216512,7.617074732563127,2839
45.99637662753847,7.614485653859824,2801
45.99637560444961,7.611896575249522,2829
45.99637452289856,7.609307496737691,2966
45.99818371854205,7.6585,2270
45.9981836893091,7.655910836394492,2313
45.99818360161024,7.653321672794455,2328
45.99818345544548,7.650732509205362,2333
45.998183250814805,7.6481433456326835,2341
45.99818298771824,7.64555418208189,2381
45.99818266615577,7.642965018558455,2405
45.99818228612739,7.640375855067848,2415
45.99818184763313,7.637786691615541,2427
45.998181350672944,7.635197528207006,2461
45.99818079524689,7.632608364847716,2488
45.998180181354925,7.6300192015431385,2505
45.998179508997076,7.6274300382987485,2511
45.99817877817333,7.624840875120015,2556
45.99817798888371,7.622251712012413,2567
45.99817714112821,7.6196625489814105,2595
45.99817623490683,7.617073386032479,2699
45.99817527021957,7.614484223171092,2736
45.998174247066444,7.61189506040272,2774
45.998173165447454,7.609305897732836,2877
45.999982361753894,7.6585,2270
45.999982332519096,7.655910752228267,2313
45.99998224481474,7.6533215044620055,2328
45.999982098640785,7.65073225670669,2333
45.999981893997266,7.648143008967791,2341
45.999981630884164,7.645553761250781,2381
45.999981309301496,7.642964513561133,2405
45.99998092924924,7.64037526590432,2415
45.999980490727424,7.637786018285812,2427
45.99997999373603,7.635196770711083,2461
45.99997943827507,7.632607523185605,2488
45.99997882434454,7.630018275714852,2505
45.99997815194445,7.6274290283042925,2511
45.9999774210748,7.624839780959402,2556
45.99997663173559,7.622250533685653,2567
45.99997578392682,7.619661286488515,2595
45.99997487764851,7.617072039373463,2699
45.99997391290064,7.614482792345969,2736
45.99997288968324,7.6118935454115055,2774
45.999971807996296,7.609304298575542,2877
46.00178100496573,7.6585,2242
46.00178097572911,7.655910668054017,2285
46.001780888019226,7.653321336113508,2304
46.00178074183611,7.650732004183946,2329
46.00178053717972,7.648142672270803,2348
46.00178027405009,7.645553340379553,2385
46.001779952447215,7.642964008515667,2402
46.001779572371085,7.6403746766846234,2420
46.00177913382172,7.637785344891891,2437
46.0017786367991,7.635196013142943,2522
46.00177808130325,7.6326066814432565,2570
46.00177746733415,7.6300173497983,2589
46.00177679489182,7.627428018213549,2639
46.001776063976244,7.624838686694478,2608
46.00177527458745,7.622249355246558,2630
46.00177442672542,7.619660023875262,2652
46.001773520390174,7.617070692586064,2667
46.0017725555817,7.614481361384439,2710
46.001771532300005,7.611892030275857,2728
46.0017704505451,7.609302699265793,2780
46.00357964817756,7.6585,2237
46.003579618939106,7.6559105838717425,2253
46.003579531223714,7.653321167748961,2293
46.00357938503141,7.650731751637127,2315
46.00357918036216,7.648142335541714,2354
46.003578917216004,7.6455529194682,2431
46.00357859559292,7.642963503422053,2466
46.003578215492915,7.640374087408753,2517
46.003577776915996,7.63778467143377,2550
46.00357727986215,7.63519525550258,2641
46.0035767243314,7.632605839620657,2676
46.003576110323735,7.630016423793475,2720
46.00357543783915,7.6274270080265065,2781
46.00357470687766,7.624837592325228,2688
46.00357391743927,7.622248176695113,2654
46.00357306952398,7.619658761141635,2673
46.003572163131786,7.617069345670267,2690
46.0035711982627,7.6144799302864845,2711
46.00357017491672,7.611890514995761,2719
46.003569093093844,7.609301099803572,2740
46.0053782913894,7.6585,2249
46.0053782621491,7.655910499681442,2322
46.0053781744282,7.653320999368361,2403
46.0053780282267,7.65073149906623,2414
46.0053778235446,7.648141998780523,2419
46.005377560381916,7.645552498516716,2469
46.00537723873863,7.642962998280284,2556
46.005376858614746,7.640373498076701,2732
46.005376420010265,7.637783997911443,2787
46.0053759229252,7.635194497789984,2889
46.00537536735954,7.6326049977178005,2889
46.00537475331329,7.630015497700366,2915
46.00537408078647,7.627425997743154,2871
46.00537334977905,7.624836497851644,2774
46.005372560291065,7.622246998031306,2745
46.0053717123225,7.619657498287618,2704
46.00537080587336,7.617067998626056,2696
46.00536984094366,7.61447849905209,2726
46.00536881753339,7.6118889995712,2746
46.00536773564256,7.6092995001888575,2772
46.00717693460123,7.6585,2317
46.007176905359096,7.655910415483116,2377
46.00717681763269,7.653320830971708,2409
46.00717667142201,7.650731246471253,2429
46.007176466727046,7.648141661987224,2459
46.00717620354783,7.645552077525099,2515
46.007175881884336,7.642962493090353,2614
46.00717550173657,7.640372908688461,2750
46.00717506310453,7.637783324324901,2867
46.00717456598823,7.635193740005147,3076
46.00717401038768,7.632604155734674,3019
46.007173396302846,7.63001457151896,2947
46.00717272373377,7.62742498736348,2928
46.00717199268044,7.6248354032737105,2883
46.007171203142846,7.622245819255125,2859
46.00717035512101,7.619656235313201,2776
46.007169448614924,7.617066651453415,2773
46.007168483624596,7.614477067681241,2781
46.00716746015002,7.611887484002156,2779
46.00716637819123,7.609297900421636,2792
46.008975577813075,7.6585,2429
46.0089755485691,7.655910331276762,2506
46.008975460837185,7.6533206625590005,2512
46.00897531461732,7.650730993852192,2508
46.00897510990949,7.648141325161815,2548
46.00897484671373,7.645551656493343,2605
46.008974525030034,7.642961987852256,2702
46.00897414485838,7.640372319244027,2773
46.008973706198795,7.637782650674137,2853
46.00897320905126,7.635192982148059,3117
46.0089726534158,7.632603313671272,3158
46.00897203929239,7.63001364524925,3061
46.00897136668106,7.627423976887473,3102
46.0089706355818,7.6248343085914145,3001
46.0089698459946,7.622244640366554,2944
46.008968997919496,7.619654972218367,2869
46.00896809135645,7.617065304152329,2844
46.0089671263055,7.6144756361739185,2816
46.00896610276663,7.611885968288611,2807
46.00896502073986,7.609296300501885,2821
46.01077422102492,7.6585,2566
46.010774191779106,7.655910247062379,2612
46.01077410404168,7.653320494130235,2639
46.010773957812624,7.650730741209046,2713
46.01077375309194,7.648140988304291,2719
46.01077348987964,7.645551235421443,2759
46.01077316817574,7.642961482565986,2806
46.0107727879802,7.640371729743393,2873
46.010772349293056,7.6377819769591415,2918
46.01077185211429,7.635192224218712,3113
46.01077129644391,7.632602471527581,3259
46.01077068228193,7.630012718891224,3306
46.01077000962834,7.62742296631512,3219
46.01076927848313,7.624833213804747,3053
46.01076848884634,7.622243461365581,3038
46.010767640717944,7.619653709003102,2989
46.010766734097956,7.617063956722785,2915
46.01076576898637,7.61447420453011,2845
46.0107647453832,7.611884452430551,2838
46.01076366328845,7.609294700429589,2879
